ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
14527,Saya tidak yakin apa yang saya rasakan sebenarnya.,tidak_jelas, , , ,sedang, ,tidak yakin apa rasakan sebenarnya,50,34,5
14528,"Entahlah, pokoknya beda dari biasanya.",tidak_jelas, , , ,sedang, ,entahlah pokoknya beda biasanya,38,31,4
14529,"Aduh, saya susah menjelaskannya, dok!",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya,37,25,3
14530,"Rasanya campur aduk gitu, dok.",tidak_jelas, , , ,sedang, ,rasanya campur aduk,30,19,3
14531,"Ah, sudahlah, saya serahkan pada dokter saja.",tidak_jelas, , , ,sedang, ,ah sudahlah serahkan,45,20,3
14532,"Bingung saya, mau mulai dari mana ceritanya.",tidak_jelas, , , ,sedang, ,bingung mulai mana ceritanya,44,28,4
14533,"Pokoknya tidak enak, titik!",tidak_jelas, , , ,sedang, ,pokoknya tidak enak titik,27,25,4
14534,"Entah apa namanya, yang penting periksa saja.",tidak_jelas, , , ,sedang, ,entah apa namanya penting periksa,45,33,5
14535,"Saya tidak tahu pasti, tapi rasanya aneh.",tidak_jelas, , , ,sedang, ,tidak tahu pasti tapi rasanya aneh,41,34,6
14536,Saya tidak yakin bagaimana menjelaskannya.,tidak_jelas, , , ,sedang, ,tidak yakin bagaimana menjelaskannya,42,36,4
14537,"Rasanya seperti... ya, begitulah.",tidak_jelas, , , ,sedang, ,rasanya begitulah,33,17,2
14538,Saya kurang paham apa yang terjadi.,tidak_jelas, , , ,sedang, ,kurang paham apa terjadi,35,24,4
14539,"Entahlah, dok, sulit dijelaskan dengan kata-kata.",tidak_jelas, , , ,sedang, ,entahlah sulit dijelaskan kata kata,49,35,5
14540,"Mungkin karena kecapekan, tapi siapa yang tahu?",tidak_jelas, , , ,sedang, ,kecapekan tapi siapa tahu,47,25,4
14541,Saya sendiri juga bingung dengan ini semua!,tidak_jelas, , , ,sedang, ,juga bingung semua,43,18,3
14542,"Pokoknya tidak nyaman, gitu aja deh.",tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman,36,21,3
14543,"Saya tidak tahu apa penyebabnya, sungguh!",tidak_jelas, , , ,sedang, ,tidak tahu apa penyebabnya sungguh,41,34,5
14544,"Saya merasa aneh, tapi susah untuk diungkapkan.",tidak_jelas, , , ,sedang, ,merasa aneh tapi susah diungkapkan,47,34,5
14545,"Entahlah, saya tidak tahu apa yang terjadi.",tidak_jelas, , , ,sedang, ,entahlah tidak tahu apa terjadi,43,31,5
14546,"Aduh, pusing sekali mau cerita dari mana.",tidak_jelas,pusing, , ,berat,Hipertensi,aduh pusing sekali cerita mana,41,30,5
14547,"Pokoknya, saya merasa tidak nyaman saja.",tidak_jelas, , , ,sedang, ,pokoknya merasa tidak nyaman,40,28,4
14548,Saya tidak yakin ini serius atau tidak.,tidak_jelas, , , ,sedang, ,tidak yakin serius tidak,39,24,4
14549,"Ya begitu deh, susah sekali diungkapkan.",tidak_jelas, , , ,berat, ,susah sekali diungkapkan,40,24,3
14550,"Bingung saya, kenapa bisa jadi begini ya?",tidak_jelas, , , ,sedang, ,bingung kenapa jadi,41,19,3
14551,"Ah, sudahlah, saya tidak tahu lagi.",tidak_jelas, , , ,sedang, ,ah sudahlah tidak tahu lagi,35,27,5
14552,"Saya merasa agak aneh, entahlah.",tidak_jelas, , , ,ringan, ,merasa agak aneh entahlah,32,25,4
14553,"Ah, sudahlah, pokoknya saya merasa tidak nyaman.",tidak_jelas, , , ,sedang, ,ah sudahlah pokoknya merasa tidak nyaman,48,40,6
14554,"Bagaimana ya, saya sendiri juga bingung ini kenapa.",tidak_jelas, , , ,sedang, ,bagaimana juga bingung kenapa,51,29,4
14555,"Entah kenapa badan saya jadi begini, sulit dijelaskan.",tidak_jelas, , , ,sedang, ,entah kenapa badan jadi sulit dijelaskan,54,40,6
14556,"Aduh, saya lupa detailnya, tapi intinya sakit.",tidak_jelas,sakit, , ,sedang, ,aduh lupa detailnya tapi intinya sakit,46,38,6
14557,Saya kurang paham sebenarnya apa yang terjadi ini.,tidak_jelas, , , ,sedang, ,kurang paham sebenarnya apa terjadi,50,35,5
14558,"Pokoknya saya merasa tidak enak, itu saja!",tidak_jelas, , , ,sedang, ,pokoknya merasa tidak enak,42,26,4
14559,"Rasanya tidak seperti biasanya, susah dijelaskan.",tidak_jelas, , , ,sedang, ,rasanya tidak biasanya susah dijelaskan,49,39,5
14560,"Pokoknya, ada yang beda gitu dok!",tidak_jelas, , , ,sedang, ,pokoknya beda,33,13,2
14561,Saya tidak tau persisnya apa yang saya rasakan.,tidak_jelas, , , ,sedang, ,tidak tahu persisnya apa rasakan,47,32,5
14562,"Gini deh dok, susah jelasinnya kalo gini.",tidak_jelas, , , ,sedang, ,gini susah jelasinnya gini,41,26,4
14563,"Ah, entahlah, pusing saya mikirnya!",tidak_jelas,pusing, , ,sedang,Hipertensi,ah entahlah pusing mikirnya,35,27,4
14564,"Aduh, susah menjelaskannya!",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya,27,25,3
14565,Saya sendiri juga tidak mengerti.,tidak_jelas, , , ,sedang, ,juga tidak mengerti,33,19,3
14566,"Rasanya tuh campur aduk, Dok.",tidak_jelas, , , ,sedang, ,rasanya tuh campur aduk,29,23,4
14567,"Gimana ya bilangnya, Dok?",tidak_jelas, , , ,sedang, ,gimana bilangnya,25,16,2
14568,"Ya gitu deh, Dok.",tidak_jelas, , , ,sedang, ,,17,0,0
14569,Saya kurang paham juga ini apa.,tidak_jelas, , , ,sedang, ,kurang paham juga apa,31,21,4
14570,"Intinya, saya merasa tidak beres!",tidak_jelas, , , ,sedang, ,intinya merasa tidak beres,33,26,4
14571,"Entahlah, saya tidak paham dengan tubuh saya sendiri.",tidak_jelas, , , ,sedang, ,entahlah tidak paham tubuh,53,26,4
14572,"Saya lupa detailnya, tapi intinya sakit.",tidak_jelas,sakit, , ,sedang, ,lupa detailnya tapi intinya sakit,40,33,5
14573,"Yang jelas, saya merasa ada yang aneh.",tidak_jelas, , , ,sedang, ,jelas merasa aneh,38,17,3
14574,Saya tidak bisa menggambarkan rasa sakitnya.,tidak_jelas, , , ,sedang, ,tidak menggambarkan rasa sakitnya,44,33,4
14575,"Bingung saya, dok, tidak tahu harus mulai dari mana.",tidak_jelas, , , ,sedang, ,bingung tidak tahu mulai mana,52,29,5
14576,"Aduh, susah menjelaskannya, pokoknya aneh.",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya pokoknya aneh,42,39,5
14577,"Rasanya campur aduk, tidak bisa didefinisikan.",tidak_jelas, , , ,sedang, ,rasanya campur aduk tidak didefinisikan,46,39,5
14578,"Hmm, saya kok jadi lupa ya mau bilang apa.",tidak_jelas, , , ,sedang, ,hmm jadi lupa bilang apa,42,24,5
14579,"Pokoknya begitulah, susah dijelaskan dengan kata-kata.",tidak_jelas, , , ,sedang, ,pokoknya begitulah susah dijelaskan kata kata,54,45,6
14580,"Ya, seperti itulah kira-kira yang saya rasakan.",tidak_jelas, , , ,sedang, ,itulah kira kira rasakan,47,24,4
14581,"Mungkin karena saya kecapekan saja, kali.",tidak_jelas, , , ,sedang, ,kecapekan kali,41,14,2
14582,Bingung mau mulai dari mana ini menjelaskannya.,tidak_jelas, , , ,sedang, ,bingung mulai mana menjelaskannya,47,33,4
14583,"Saya tidak yakin, dok, tapi sepertinya begitu.",tidak_jelas, , , ,sedang, ,tidak yakin tapi sepertinya,46,27,4
14584,Agak susah untuk dijelaskan dengan kata-kata.,tidak_jelas, , , ,ringan, ,agak susah dijelaskan kata kata,45,31,5
14585,"Pokoknya tidak seperti biasanya, begitu saja.",tidak_jelas, , , ,sedang, ,pokoknya tidak biasanya,45,23,3
14586,"Rasanya aneh, sulit didefinisikan.",tidak_jelas, , , ,sedang, ,rasanya aneh sulit didefinisikan,34,32,4
14587,"Saya sendiri bingung mau bilang apa, dok.",tidak_jelas, , , ,sedang, ,bingung bilang apa,41,18,3
14588,Saya tidak begitu paham maksudnya.,tidak_jelas, , , ,sedang, ,tidak paham maksudnya,34,21,3
14589,Rasanya agak susah dijelaskan dengan kata-kata.,tidak_jelas, , , ,ringan, ,rasanya agak susah dijelaskan kata kata,47,39,6
14590,"Entahlah, saya sendiri juga bingung ini kenapa.",tidak_jelas, , , ,sedang, ,entahlah juga bingung kenapa,47,28,4
14591,Pokoknya rasanya tidak nyaman saja.,tidak_jelas, , , ,sedang, ,pokoknya rasanya tidak nyaman,35,29,4
14592,Sulit untuk saya gambarkan secara detail.,tidak_jelas, , , ,sedang, ,sulit gambarkan secara detail,41,29,4
14593,Mungkin hanya perasaan saya saja ini.,tidak_jelas, , , ,sedang, ,perasaan,37,8,1
14594,Saya juga kurang mengerti apa yang terjadi.,tidak_jelas, , , ,sedang, ,juga kurang mengerti apa terjadi,43,32,5
14595,Sebenarnya saya juga tidak begitu yakin.,tidak_jelas, , , ,sedang, ,sebenarnya juga tidak yakin,40,27,4
14596,"Pokoknya begitulah, Dok.",tidak_jelas, , , ,sedang, ,pokoknya begitulah,24,18,2
14597,"Aduh, saya tidak paham ini apa.",tidak_jelas, , , ,sedang, ,aduh tidak paham apa,31,20,4
14598,"Entahlah, Dok, susah dijelaskan.",tidak_jelas, , , ,sedang, ,entahlah susah dijelaskan,32,25,3
14599,"Rasanya seperti... ya, gitu deh!",tidak_jelas, , , ,sedang, ,rasanya,32,7,1
14600,Saya merasa aneh saja pokoknya.,tidak_jelas, , , ,sedang, ,merasa aneh pokoknya,31,20,3
14601,"Tidak ngerti, Dok, tiba-tiba muncul.",tidak_jelas, , , ,sedang, ,tidak ngerti tiba tiba muncul,36,29,5
14602,"Mungkin karena itu ya, Dok?",tidak_jelas, , , ,sedang, ,,27,0,0
14603,Saya lupa awalnya bagaimana.,tidak_jelas, , , ,sedang, ,lupa awalnya bagaimana,28,22,3
14604,Pokoknya tidak seperti biasanya!,tidak_jelas, , , ,sedang, ,pokoknya tidak biasanya,32,23,3
14605,Saya tidak bisa merasakannya dengan baik.,tidak_jelas, , , ,sedang, ,tidak merasakannya baik,41,23,3
14606,"Saya merasa aneh, tapi tidak tahu apa.",tidak_jelas, , , ,sedang, ,merasa aneh tapi tidak tahu apa,38,31,6
14607,Mungkin hanya perasaan saya saja?,tidak_jelas, , , ,sedang, ,perasaan,33,8,1
14608,"Saya susah mendeskripsikan rasa sakitnya, dok.",tidak_jelas, , , ,sedang, ,susah mendeskripsikan rasa sakitnya,46,35,4
14609,"Pokoknya terasa tidak nyaman, begitu saja.",tidak_jelas, , , ,sedang, ,pokoknya terasa tidak nyaman,42,28,4
14610,"Saya tidak tahu pasti, tapi terasa sakit.",tidak_jelas,sakit, , ,sedang, ,tidak tahu pasti tapi terasa sakit,41,34,6
14611,"Bingung mau bilang apa, serba salah rasanya.",tidak_jelas, , , ,sedang, ,bingung bilang apa serba salah rasanya,44,38,6
14612,"Ah, sudahlah, saya juga tidak mengerti ini.",tidak_jelas, , , ,sedang, ,ah sudahlah juga tidak mengerti,43,31,5
14613,"Ya gitu deh dok, susah mau dikatakannya.",tidak_jelas, , , ,sedang, ,susah dikatakannya,40,18,2
14614,Sebenarnya saya sendiri tidak paham ini apa.,tidak_jelas, , , ,sedang, ,sebenarnya tidak paham apa,44,26,4
14615,Saya kurang paham apa yang terjadi dengan tubuh saya ini.,tidak_jelas, , , ,sedang, ,kurang paham apa terjadi tubuh,57,30,5
14616,"Entahlah, rasanya campur aduk tidak karuan.",tidak_jelas, , , ,sedang, ,entahlah rasanya campur aduk tidak karuan,43,41,6
14617,"Saya tidak bisa menjelaskan dengan tepat, dok!",tidak_jelas, , , ,sedang, ,tidak menjelaskan tepat,46,23,3
14618,Pokoknya terasa aneh sekali.,tidak_jelas, , , ,berat, ,pokoknya terasa aneh sekali,28,27,4
14619,Saya juga tidak yakin dengan apa yang saya rasakan.,tidak_jelas, , , ,sedang, ,juga tidak yakin apa rasakan,51,28,5
14620,"Rasanya seperti ada sesuatu, tapi apa ya?",tidak_jelas, , , ,sedang, ,rasanya sesuatu tapi apa,41,24,4
14621,Saya tidak tahu apa yang salah dengan diri saya.,tidak_jelas, , , ,sedang, ,tidak tahu apa salah diri,48,25,5
14622,"Saya tidak yakin apa yang terjadi, dok.",tidak_jelas, , , ,sedang, ,tidak yakin apa terjadi,39,23,4
14623,"Ah, entahlah, saya pusing sekali.",tidak_jelas,pusing, , ,berat,Hipertensi,ah entahlah pusing sekali,33,25,4
14624,"Saya lupa detailnya, dok.",tidak_jelas, , , ,sedang, ,lupa detailnya,25,14,2
14625,"Pokoknya, terasa aneh saja.",tidak_jelas, , , ,sedang, ,pokoknya terasa aneh,27,20,3
14626,Sulit untuk mengungkapkannya dengan kata-kata.,tidak_jelas, , , ,sedang, ,sulit mengungkapkannya kata kata,46,32,4
14627,Saya juga tidak mengerti kenapa begini.,tidak_jelas, , , ,sedang, ,juga tidak mengerti kenapa,39,26,4
14628,"Emm, ya gitu deh, dok.",tidak_jelas, , , ,sedang, ,emm,22,3,1
14629,"Bagaimana ya menjelaskannya, rumit.",tidak_jelas, , , ,sedang, ,bagaimana menjelaskannya rumit,35,30,3
14630,Saya tidak tau pasti penyebabnya apa.,tidak_jelas, , , ,sedang, ,tidak tahu pasti penyebabnya apa,37,32,5
14631,"Pokoknya tidak nyaman, begitu saja.",tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman,35,21,3
14632,Saya juga tidak yakin apa yang saya rasakan sebenarnya.,tidak_jelas, , , ,sedang, ,juga tidak yakin apa rasakan sebenarnya,55,39,6
14633,Agak sulit untuk saya ungkapkan dengan kata-kata.,tidak_jelas, , , ,ringan, ,agak sulit ungkapkan kata kata,49,30,5
14634,"Hmm, bagaimana ya menjelaskannya?",tidak_jelas, , , ,sedang, ,hmm bagaimana menjelaskannya,33,28,3
14635,"Saya merasa kurang enak, tapi tidak tahu kenapa.",tidak_jelas, , , ,sedang, ,merasa kurang enak tapi tidak tahu kenapa,48,41,7
14636,"Ah, sudahlah, susah untuk diuraikan.",tidak_jelas, , , ,sedang, ,ah sudahlah susah diuraikan,36,27,4
14637,"Ini agak sulit dijelaskan, dok.",tidak_jelas, , , ,ringan, ,agak sulit dijelaskan,31,21,3
14638,"Agak aneh memang, susah diungkapkan dengan kata-kata.",tidak_jelas, , , ,ringan, ,agak aneh memang susah diungkapkan kata kata,53,44,7
14639,Mungkin karena cuaca ya dok?,tidak_jelas, , , ,sedang, ,cuaca,28,5,1
14640,"Ya gitu deh, susah kalau dijelaskan.",tidak_jelas, , , ,sedang, ,susah dijelaskan,36,16,2
14641,Saya sendiri masih bertanya-tanya.,tidak_jelas, , , ,sedang, ,masih bertanya tanya,34,20,3
14642,"Aduh, susah menjelaskannya bagaimana ya?",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya bagaimana,40,35,4
14643,"Pokoknya saya merasa aneh, gitu deh!",tidak_jelas, , , ,sedang, ,pokoknya merasa aneh,36,20,3
14644,"Saya tidak tahu pasti, tapi tidak nyaman.",tidak_jelas, , , ,sedang, ,tidak tahu pasti tapi tidak nyaman,41,34,6
14645,"Saya lupa detailnya, intinya sakit.",tidak_jelas,sakit, , ,sedang, ,lupa detailnya intinya sakit,35,28,4
14646,"Gimana ya bilangnya, saya jadi linglung.",tidak_jelas, , , ,sedang, ,gimana bilangnya jadi linglung,40,30,4
14647,"Mungkin karena kecapekan saja kali, Dok.",tidak_jelas, , , ,sedang, ,kecapekan kali,40,14,2
14648,"Entahlah, saya susah menjelaskannya dengan kata-kata.",tidak_jelas, , , ,sedang, ,entahlah susah menjelaskannya kata kata,53,39,5
14649,"Ah, sudahlah, saya bingung.",tidak_jelas, , , ,sedang, ,ah sudahlah bingung,27,19,3
14650,"Gimana ya, saya juga kurang paham.",tidak_jelas, , , ,sedang, ,gimana juga kurang paham,34,24,4
14651,"Saya nggak tau ini kenapa, tapi aneh banget.",tidak_jelas, , , ,sedang, ,tidak tahu kenapa tapi aneh banget,44,34,6
14652,"Ya gitu deh, susah dijelasin.",tidak_jelas, , , ,sedang, ,susah dijelasin,29,15,2
14653,"Aduh, pokoknya terasa aneh saja di badan.",tidak_jelas, , , ,sedang, ,aduh pokoknya terasa aneh badan,41,31,5
14654,"Saya susah menjelaskannya, dok.",tidak_jelas, , , ,sedang, ,susah menjelaskannya,31,20,2
14655,"Ya gitu deh, susah bilang.",tidak_jelas, , , ,sedang, ,susah bilang,26,12,2
14656,"Entah kenapa, jadi begini.",tidak_jelas, , , ,sedang, ,entah kenapa jadi,26,17,3
14657,"Pokoknya tidak nyaman, susah dijelaskan!",tidak_jelas, , , ,sedang, ,pokoknya tidak nyaman susah dijelaskan,40,38,5
14658,"Aduh, saya lupa detailnya, dok.",tidak_jelas, , , ,sedang, ,aduh lupa detailnya,31,19,3
14659,"Entahlah, saya tidak yakin dengan apa yang saya rasakan.",tidak_jelas, , , ,sedang, ,entahlah tidak yakin apa rasakan,56,32,5
14660,Saya sendiri juga bingung ini kenapa.,tidak_jelas, , , ,sedang, ,juga bingung kenapa,37,19,3
14661,"Ya begitulah kira-kira, dok.",tidak_jelas, , , ,sedang, ,begitulah kira kira,28,19,3
14662,"Ah, susah menjelaskannya dengan kata-kata.",tidak_jelas, , , ,sedang, ,ah susah menjelaskannya kata kata,42,33,5
14663,Saya tidak tahu apa yang terjadi sebenarnya.,tidak_jelas, , , ,sedang, ,tidak tahu apa terjadi sebenarnya,44,33,5
14664,"Intinya, saya merasa tidak enak saja.",tidak_jelas, , , ,sedang, ,intinya merasa tidak enak,37,25,4
14665,"Pokoknya tidak enak, begitu saja.",tidak_jelas, , , ,sedang, ,pokoknya tidak enak,33,19,3
14666,"Rasanya campur aduk, susah diungkapkan!",tidak_jelas, , , ,sedang, ,rasanya campur aduk susah diungkapkan,39,37,5
14667,Saya bingung harus mulai dari mana.,tidak_jelas, , , ,sedang, ,bingung mulai mana,35,18,3
14668,Mungkin cuma perasaan saya saja?,tidak_jelas, , , ,sedang, ,perasaan,32,8,1
14669,Saya juga kurang paham kenapa begini.,tidak_jelas, , , ,sedang, ,juga kurang paham kenapa,37,24,4
14670,"Ah, sudahlah, mungkin nanti juga hilang.",tidak_jelas, , , ,sedang, ,ah sudahlah nanti juga hilang,40,29,5
14671,"Rasanya... ya begitulah, susah dijelaskan.",tidak_jelas, , , ,sedang, ,rasanya begitulah susah dijelaskan,42,34,4
14672,"Entahlah, saya sendiri juga bingung dengan badan ini.",tidak_jelas, , , ,sedang, ,entahlah juga bingung badan,53,27,4
14673,"Pokoknya terasa tidak nyaman saja, dok.",tidak_jelas, , , ,sedang, ,pokoknya terasa tidak nyaman,39,28,4
14674,Mungkin cuma perasaan saya saja ini.,tidak_jelas, , , ,sedang, ,perasaan,36,8,1
14675,Saya tidak bisa mendeskripsikan dengan tepat.,tidak_jelas, , , ,sedang, ,tidak mendeskripsikan tepat,45,27,3
14676,"Bagaimana ya menjelaskannya, sulit sekali.",tidak_jelas, , , ,berat, ,bagaimana menjelaskannya sulit sekali,42,37,4
14677,"Saya merasa agak aneh, gitu deh.",tidak_jelas, , , ,ringan, ,merasa agak aneh,32,16,3
14678,"Bingung mau bilang apa, intinya sakit.",tidak_jelas,sakit, , ,sedang, ,bingung bilang apa intinya sakit,38,32,5
14679,"Saya nggak ngerti ini sakit apa, dok.",tidak_jelas,sakit, , ,sedang, ,tidak ngerti sakit apa,37,22,4
14680,Susah banget mau mendeskripsikan perasaannya!,tidak_jelas, , , ,sedang, ,susah banget mendeskripsikan perasaannya,45,40,4
14681,"Gimana ya, kayak ada yang salah gitu.",tidak_jelas, , , ,sedang, ,gimana salah,37,12,2
14682,Kayaknya nggak beres nih badan saya.,tidak_jelas, , , ,sedang, ,kayaknya tidak beres badan,36,26,4
14683,"Rasanya campur aduk, susah dijelaskan dengan kata-kata.",tidak_jelas, , , ,sedang, ,rasanya campur aduk susah dijelaskan kata kata,55,46,7
14684,"Saya merasa ada sesuatu yang aneh, tapi tidak tahu apa.",tidak_jelas, , , ,sedang, ,merasa sesuatu aneh tapi tidak tahu apa,55,39,7
14685,"Ah, sudahlah, pusing saya memikirkannya.",tidak_jelas,pusing, , ,sedang,Hipertensi,ah sudahlah pusing memikirkannya,40,32,4
14686,"Saya tidak yakin, tapi sepertinya memang begitu.",tidak_jelas, , , ,sedang, ,tidak yakin tapi sepertinya memang,48,34,5
14687,"Mungkin saja, siapa tahu kan?",tidak_jelas, , , ,sedang, ,siapa tahu,29,10,2
14688,"Pokoknya begitu deh, susah untuk dipahami.",tidak_jelas, , , ,sedang, ,pokoknya susah dipahami,42,23,3
14689,"Saya hanya bisa merasakan saja, tidak bisa menjelaskan.",tidak_jelas, , , ,sedang, ,merasakan tidak menjelaskan,55,27,3
14690,Saya tidak mengerti apa maksudnya ini semua?,tidak_jelas, , , ,sedang, ,tidak mengerti apa maksudnya semua,44,34,5
14691,Mungkin nanti juga sembuh sendiri.,tidak_jelas, , , ,sedang, ,nanti juga sembuh,34,17,3
14692,"Aduh, saya susah menjelaskannya, dok.",tidak_jelas, , , ,sedang, ,aduh susah menjelaskannya,37,25,3
14693,"Mungkin karena kecapekan, entahlah.",tidak_jelas, , , ,sedang, ,kecapekan entahlah,35,18,2
14694,"Ya gitu deh, pokoknya gak enak rasanya.",tidak_jelas, , , ,sedang, ,pokoknya tidak enak rasanya,39,27,4
14695,"Entahlah dok, saya tidak bisa mendeskripsikannya.",tidak_jelas, , , ,sedang, ,entahlah tidak mendeskripsikannya,49,33,3
14696,"Ah, sudahlah, saya serahkan pada dokter saja!",tidak_jelas, , , ,sedang, ,ah sudahlah serahkan,45,20,3
14697,"Pokoknya, saya merasa aneh saja, dok.",tidak_jelas, , , ,sedang, ,pokoknya merasa aneh,37,20,3
14698,"Entahlah, saya sendiri tidak yakin apa yang terjadi.",tidak_jelas, , , ,sedang, ,entahlah tidak yakin apa terjadi,52,32,5
14699,Pokoknya rasanya tuh beda dari biasanya!,tidak_jelas, , , ,sedang, ,pokoknya rasanya tuh beda biasanya,40,34,5
14700,"Saya tidak tahu pasti, tapi seperti ada yang aneh.",tidak_jelas, , , ,sedang, ,tidak tahu pasti tapi aneh,50,26,5
14701,"Saya juga kurang paham, dok, ini kenapa ya?",tidak_jelas, , , ,sedang, ,juga kurang paham kenapa,43,24,4
14702,"Rasanya tuh campur aduk, sulit diungkapkan.",tidak_jelas, , , ,sedang, ,rasanya tuh campur aduk sulit diungkapkan,43,41,6
14703,"Gak tau deh, bingung mau bilang apa.",tidak_jelas, , , ,sedang, ,tidak tahu bingung bilang apa,36,29,5
14704,"Yang jelas, saya merasa tidak nyaman, dok.",tidak_jelas, , , ,sedang, ,jelas merasa tidak nyaman,42,25,4
14705,"Emmm, ya begitulah kira-kira.",tidak_jelas, , , ,sedang, ,emmm begitulah kira kira,29,24,4
14706,"Entahlah, saya tidak mengerti tubuh saya.",tidak_jelas, , , ,sedang, ,entahlah tidak mengerti tubuh,41,29,4
14707,"Pokoknya ada yang aneh, susah diungkapkan.",tidak_jelas, , , ,sedang, ,pokoknya aneh susah diungkapkan,42,31,4
14708,"Saya merasa tidak enak, tapi apa ya?",tidak_jelas, , , ,sedang, ,merasa tidak enak tapi apa,36,26,5
14709,"Ah, sudahlah, saya juga tidak tahu kenapa.",tidak_jelas, , , ,sedang, ,ah sudahlah juga tidak tahu kenapa,42,34,6
14710,"Rasanya seperti ada sesuatu, tapi apa?",tidak_jelas, , , ,sedang, ,rasanya sesuatu tapi apa,38,24,4
14711,"Entahlah, pokoknya terasa aneh saja.",tidak_jelas, , , ,sedang, ,entahlah pokoknya terasa aneh,36,29,4
14712,Rasanya...sulit untuk diungkapkan dengan kata-kata.,tidak_jelas, , , ,sedang, ,rasanya sulit diungkapkan kata kata,51,35,5
14713,Saya tidak bisa menjelaskan lebih detail lagi.,tidak_jelas, , , ,sedang, ,tidak menjelaskan lebih detail lagi,46,35,5
14714,"Bingung, campur aduk rasanya.",tidak_jelas, , , ,sedang, ,bingung campur aduk rasanya,29,27,4
14715,"Saya merasa ada sesuatu yang tidak beres, tapi apa ya?",tidak_jelas, , , ,sedang, ,merasa sesuatu tidak beres tapi apa,54,35,6
